map,mode,comm,seed,aux_on,steps,test_win_rate,mine_I_M_obs,mine_I_M_enemy,infonce_I_M_enemy,hoyer_sparsity,activation_sparsity,gate_open_rate,abl_zero_winrate_drop,abl_shuffle_winrate_drop,robust_noise_0.1_retained,robust_noise_0.5_retained,robust_noise_1.0_retained,robust_drop_0.1_retained,robust_drop_0.3_retained,robust_drop_0.5_retained,robust_quant_4bit_retained,robust_quant_2bit_retained,robust_quant_1bit_retained
10gen_protoss,epo,gnn,0,1.0,1250000,0.171875,3.593064229488373,0.5021304705739021,0.5020510549787778,0.22440078854560852,0.0009156310115940869,0.9998867511749268,0.125,0.125,0.9090909090909091,1.0909090909090908,0.6363636363636364,0.5454545454545454,0.9090909090909091,0.8181818181818182,0.8181818181818182,1.0,0.6363636363636364
