map,mode,comm,seed,aux_on,steps,test_win_rate,mine_I_M_obs,mine_I_M_enemy,infonce_I_M_enemy,hoyer_sparsity,activation_sparsity,gate_open_rate,abl_zero_winrate_drop,abl_shuffle_winrate_drop,robust_noise_0.1_retained,robust_noise_0.5_retained,robust_noise_1.0_retained,robust_drop_0.1_retained,robust_drop_0.3_retained,robust_drop_0.5_retained,robust_quant_4bit_retained,robust_quant_2bit_retained,robust_quant_1bit_retained
10gen_protoss,standard,gnn,2,1.0,1250000,0.21875,3.98699223279953,0.4366539004445076,0.44831916525404636,0.2081870138645172,0.0006033510435372591,1.0,0.1875,0.09375,1.0,1.2142857142857142,0.8571428571428571,1.0,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.42857142857142855,0.7142857142857143
