map,mode,comm,seed,aux_on,steps,test_win_rate,mine_I_M_obs,mine_I_M_enemy,infonce_I_M_enemy,hoyer_sparsity,activation_sparsity,gate_open_rate,abl_zero_winrate_drop,abl_shuffle_winrate_drop,robust_noise_0.1_retained,robust_noise_0.5_retained,robust_noise_1.0_retained,robust_drop_0.1_retained,robust_drop_0.3_retained,robust_drop_0.5_retained,robust_quant_4bit_retained,robust_quant_2bit_retained,robust_quant_1bit_retained
10gen_protoss,epo,attn,1,1.0,1250000,0.078125,3.874890294075012,0.454726125895977,0.4669281692747373,0.22457392513751984,0.0015132320113480091,0.9988202452659607,-0.046875,0.0,1.6,2.4,1.2,2.0,1.6,3.8,0.6,2.4,1.0
