map,mode,comm,seed,aux_on,steps,test_win_rate,mine_I_M_obs,mine_I_M_enemy,infonce_I_M_enemy,hoyer_sparsity,activation_sparsity,gate_open_rate,abl_zero_winrate_drop,abl_shuffle_winrate_drop,robust_noise_0.1_retained,robust_noise_0.5_retained,robust_noise_1.0_retained,robust_drop_0.1_retained,robust_drop_0.3_retained,robust_drop_0.5_retained,robust_quant_4bit_retained,robust_quant_2bit_retained,robust_quant_1bit_retained
10gen_protoss,standard,attn,0,1.0,1250000,0.15625,4.114503552913666,0.46118334621191026,0.4609354801420469,0.2229926735162735,0.001431597862392664,0.9900088906288147,-0.0625,-0.09375,1.9,1.2,1.1,1.4,2.4,1.7,1.5,1.3,0.8
