map,mode,comm,seed,aux_on,steps,test_win_rate,mine_I_M_obs,mine_I_M_enemy,infonce_I_M_enemy,hoyer_sparsity,activation_sparsity,gate_open_rate,abl_zero_winrate_drop,abl_shuffle_winrate_drop,robust_noise_0.1_retained,robust_noise_0.5_retained,robust_noise_1.0_retained,robust_drop_0.1_retained,robust_drop_0.3_retained,robust_drop_0.5_retained,robust_quant_4bit_retained,robust_quant_2bit_retained,robust_quant_1bit_retained
10gen_protoss,epo,gnn,2,1.0,1250000,0.265625,3.9493469738960267,0.4919232052564621,0.5023522205595273,0.22207026183605194,0.0008460658136755228,1.0,0.234375,0.1875,0.5882352941176471,0.4117647058823529,0.6470588235294118,0.5882352941176471,0.47058823529411764,0.35294117647058826,0.29411764705882354,0.6470588235294118,0.29411764705882354
