map,mode,comm,seed,aux_on,steps,test_win_rate,mine_I_M_obs,mine_I_M_enemy,infonce_I_M_enemy,hoyer_sparsity,activation_sparsity,gate_open_rate,abl_zero_winrate_drop,abl_shuffle_winrate_drop,robust_noise_0.1_retained,robust_noise_0.5_retained,robust_noise_1.0_retained,robust_drop_0.1_retained,robust_drop_0.3_retained,robust_drop_0.5_retained,robust_quant_4bit_retained,robust_quant_2bit_retained,robust_quant_1bit_retained
10gen_protoss,epo,fc,1,1.0,1250000,0.109375,3.8152458095550537,0.47195925742387773,0.46972672655623143,0.20147471129894257,0.0006523376796394587,0.9994620084762573,0.015625,0.015625,1.4285714285714286,1.2857142857142858,0.7142857142857143,1.8571428571428572,1.1428571428571428,1.2857142857142858,1.1428571428571428,1.4285714285714286,0.8571428571428571
