map,mode,comm,seed,aux_on,steps,test_win_rate,mine_I_M_obs,mine_I_M_enemy,infonce_I_M_enemy,hoyer_sparsity,activation_sparsity,gate_open_rate,abl_zero_winrate_drop,abl_shuffle_winrate_drop,robust_noise_0.1_retained,robust_noise_0.5_retained,robust_noise_1.0_retained,robust_drop_0.1_retained,robust_drop_0.3_retained,robust_drop_0.5_retained,robust_quant_4bit_retained,robust_quant_2bit_retained,robust_quant_1bit_retained
10gen_protoss,standard,fc,0,1.0,1250000,0.203125,4.2079563164711,0.4446471121907234,0.45184189035933203,0.22224202752113342,0.000832787249237299,0.9975243806838989,0.046875,0.03125,1.3846153846153846,0.9230769230769231,0.6923076923076923,1.0,0.6923076923076923,0.6153846153846154,0.9230769230769231,0.6153846153846154,0.6153846153846154
